Matrícula	Tempo	Velocidade Média	Endereço	Data da Ocorrencia	Inicio e Fim da Ocorrencia	Nome Linha	Veículo
26262	42	84	Rodovia BR-428, Santa Maria da Boa Vista - Pernambuco, Brasil	13/02/2026	Início: 06:49, Fim: 07:31	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6325
26262	17	84	PE-360, Floresta - Pernambuco, Brasil	18/02/2026	Início: 00:16, Fim: 00:33	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6215
26262	29	84	PE-360, Ibimirim - Pernambuco, Brasil	18/02/2026	Início: 01:10, Fim: 01:39	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6215
26262	7	84	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	20/02/2026	Início: 21:59, Fim: 22:06	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6345
26262	10	84	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	20/02/2026	Início: 23:12, Fim: 23:22	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6345
26262	30	84	PE-360, Floresta - Pernambuco, Brasil	21/02/2026	Início: 00:17, Fim: 00:47	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6345
26262	28	84	Rodovia Br-428, Santa Maria da Boa Vista - Pernambuco, 56380-000, Brasil	22/02/2026	Início: 07:17, Fim: 07:45	JUAZEIRO(BA) - RECIFE(PE)	6325
26262	14	84	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	25/02/2026	Início: 02:26, Fim: 02:40	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6175
26262	26	84	Rodovia BR-428, Santa Maria da Boa Vista - Pernambuco, Brasil	25/02/2026	Início: 04:32, Fim: 04:58	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6175
26262	33	84	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	26/02/2026	Início: 23:03, Fim: 23:36	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6165
26262	10	84	Br-110, Ibimirim - Pernambuco, Brasil	28/02/2026	Início: 01:29, Fim: 01:39	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6355
26262	41	84	Rodovia BR-428, Santa Maria da Boa Vista - Pernambuco, Brasil	28/02/2026	Início: 06:26, Fim: 07:07	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6355
26273	5	84	PE-060, Rio Formoso - Pernambuco, Brasil	01/02/2026	Início: 11:10, Fim: 11:15	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2212
26273	16	84	Rodovia Governador Antônio Mariz 156, Campina Grande - Paraíba, 58382-000, Brasil	17/02/2026	Início: 15:31, Fim: 15:47	CAMPINA GRANDE(PB) - RECIFE(PE)	6086
26273	5	84	Br-101 75, Paratibe, Paulista - Pernambuco, 53416-710, Brasil	18/02/2026	Início: 20:57, Fim: 21:02	RECIFE(PE) - NATAL(RN)	6138
26297	11	84	Rodovia BR-122, Petrolina - Pernambuco, Brasil	05/02/2026	Início: 06:18, Fim: 06:29	MACEIÓ(AL) - PETROLINA(PE)	6254
26297	13	84	Al-220, Jacaré dos Homens - Alagoas, Brasil	09/02/2026	Início: 20:49, Fim: 21:02	MACEIÓ(AL) - PETROLINA(PE)	6057
26297	27	84	Volta Do Moxotó, Jatobá, Pernambuco, Brasil	17/02/2026	Início: 01:46, Fim: 02:13	MACEIÓ(AL) - PETROLINA(PE)	6017
26354	8	84	Sitio Quinze Metros 242, Arcoverde - Pernambuco, 56518-899, Brasil	08/02/2026	Início: 23:25, Fim: 23:33	CRATO(CE) - RECIFE(PE)	6063
26354	6	84	Estrada para Lagoa Nova 14, Palmeira De Fora, Palmeira dos Índios - Alagoas, 57608-180, Brasil	10/02/2026	Início: 23:37, Fim: 23:43	ARAPIRACA(AL) - RECIFE(PE)	6189
26356	24	84	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	09/02/2026	Início: 02:46, Fim: 03:10	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26356	11	84	Bom Nome, São José do Belmonte, Pernambuco, Brasil	09/02/2026	Início: 03:13, Fim: 03:24	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26356	8	84	Rodovia BR-232, Salgueiro - Pernambuco, Brasil	09/02/2026	Início: 04:29, Fim: 04:37	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26356	8	84	Rodovia BR-232, Salgueiro - Pernambuco, Brasil	09/02/2026	Início: 04:39, Fim: 04:47	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26356	32	84	Sitio Belotas 16 12, Araripina - Pernambuco, 56280-000, Brasil	09/02/2026	Início: 06:42, Fim: 07:14	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26356	15	84	Br-316 1, Ouricuri - Pernambuco, 56200-000, Brasil	09/02/2026	Início: 20:51, Fim: 21:06	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26356	15	84	Terra Nova, Pernambuco, Brasil	09/02/2026	Início: 21:55, Fim: 22:10	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26356	26	84	Br-316 2, Bodocó - Pernambuco, 56220-000, Brasil	14/02/2026	Início: 19:45, Fim: 20:11	ARARIPINA(PE) - NATAL(RN)	6188
26356	18	84	Rodovia BR-232, Verdejante - Pernambuco, Brasil	14/02/2026	Início: 21:45, Fim: 22:03	ARARIPINA(PE) - NATAL(RN)	6188
26356	23	84	Rodovia Br-232 16, Serra Talhada - Pernambuco, 56950-000, Brasil	14/02/2026	Início: 22:36, Fim: 22:59	ARARIPINA(PE) - NATAL(RN)	6188
26356	14	84	Rodovia Br-232, Verdejante - Pernambuco, 56120-000, Brasil	16/02/2026	Início: 03:35, Fim: 03:49	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6127
26356	10	84	Br-316, Ouricuri - Pernambuco, Brasil	16/02/2026	Início: 20:04, Fim: 20:14	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6127
26356	15	84	Rodovia BR-232 24, Sertânia - Pernambuco, 56626, Brasil	17/02/2026	Início: 01:27, Fim: 01:42	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6127
26356	8	84	Rodovia BR-232, Salgueiro - Pernambuco, Brasil	21/02/2026	Início: 04:39, Fim: 04:47	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6189
26356	7	84	Br-316 18, Ouricuri - Pernambuco, Brasil	21/02/2026	Início: 19:49, Fim: 19:56	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6189
26356	6	84	Br-316 7, Ouricuri - Pernambuco, 56200-000, Brasil	21/02/2026	Início: 20:02, Fim: 20:08	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6189
26356	15	84	Rodovia Br-232, Sertânia - Pernambuco, 56600-000, Brasil	22/02/2026	Início: 01:39, Fim: 01:54	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6189
26356	7	84	Rodovia BR-232, Terra Nova - Pernambuco, Brasil	23/02/2026	Início: 05:14, Fim: 05:21	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6139
26356	6	84	Br-316 5, Ouricuri - Pernambuco, 56200-000, Brasil	23/02/2026	Início: 06:57, Fim: 07:03	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6139
26356	16	84	Rodovia BR-232, Verdejante - Pernambuco, Brasil	25/02/2026	Início: 03:48, Fim: 04:04	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6127
26356	12	84	Rodovia BR-232, Parnamirim - Pernambuco, Brasil	25/02/2026	Início: 05:06, Fim: 05:18	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6127
26356	18	84	Br-316 2, Bodocó - Pernambuco, 56220-000, Brasil	25/02/2026	Início: 05:58, Fim: 06:16	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6127
26357	27	84	Rodovia BR-428, Santa Maria da Boa Vista - Pernambuco, Brasil	14/02/2026	Início: 06:01, Fim: 06:28	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6285
26357	31	84	Rodovia BR-428, Santa Maria da Boa Vista - Pernambuco, Brasil	14/02/2026	Início: 06:36, Fim: 07:07	RECIFE(PE) - PETROLINA(PE) (OPCIONAL - EXE)	6285
26358	10	84	Caraíbas, Santa Maria da Boa Vista, Pernambuco, Brasil	06/02/2026	Início: 05:19, Fim: 05:29	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6195
26358	28	84	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	09/02/2026	Início: 04:22, Fim: 04:50	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26358	28	84	BR-428, Petrolina - Pernambuco, Brasil	09/02/2026	Início: 06:19, Fim: 06:47	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6335
26358	16	84	PE-360, Floresta - Pernambuco, Brasil	14/02/2026	Início: 00:04, Fim: 00:20	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6325
26358	22	84	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	18/02/2026	Início: 22:53, Fim: 23:15	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6205
26358	10	84	Br-110, Ibimirim - Pernambuco, 56580-000, Brasil	19/02/2026	Início: 01:34, Fim: 01:44	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6205
26358	40	84	Rodovia BR-232, Sertânia - Pernambuco, Brasil	19/02/2026	Início: 01:49, Fim: 02:29	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6205
26362	6	84	Rodovia Governador Mário Covas, Teotônio Vilela - Alagoas, Brasil	08/02/2026	Início: 04:39, Fim: 04:45	RECIFE(PE) - ARACAJU(SE)	6139
26362	22	84	Br-101, São Sebastião - Alagoas, Brasil	08/02/2026	Início: 04:57, Fim: 05:19	RECIFE(PE) - ARACAJU(SE)	6139
26362	8	84	Rodovia Governador Mário Covas, Rio Largo - Alagoas, Brasil	13/02/2026	Início: 03:24, Fim: 03:32	RECIFE(PE) - ARACAJU(SE)	6345
26362	7	84	Rodovia Governador Mário Covas, Rosário do Catete - Sergipe, Brasil	13/02/2026	Início: 07:11, Fim: 07:18	RECIFE(PE) - ARACAJU(SE)	6068
26362	5	84	Avenida Da Recuperação, Guabiraba, Recife - Pernambuco, 52490, Brasil	20/02/2026	Início: 00:40, Fim: 00:45	RECIFE(PE) - NATAL(RN)	6139
26362	6	84	Rodovia Governador Mário Covas, Pedras de Fogo - Paraíba, Brasil	25/02/2026	Início: 01:34, Fim: 01:40	RECIFE(PE) - NATAL(RN)	6129
26362	6	84	Rodovia Governador Mário Covas, São José de Mipibu - Rio Grande do Norte, Brasil	25/02/2026	Início: 04:30, Fim: 04:36	RECIFE(PE) - NATAL(RN)	6129
26362	6	84	Rodovia Governador Mário Covas, São José de Mipibu - Rio Grande do Norte, Brasil	25/02/2026	Início: 04:44, Fim: 04:50	RECIFE(PE) - NATAL(RN)	6129
26363	5	84	Rodovia Governador Mário Covas, Teotônio Vilela - Alagoas, 57265-033, Brasil	01/02/2026	Início: 04:17, Fim: 04:22	RECIFE(PE) - ARACAJU(SE)	6079
26363	7	84	Rodovia Governador Mário Covas, São Miguel dos Campos - Alagoas, Brasil	09/02/2026	Início: 03:09, Fim: 03:16	RECIFE(PE) - ARACAJU(SE)	6225
26363	15	84	Pb-041, Mamanguape - Paraíba, Brasil	11/02/2026	Início: 02:23, Fim: 02:38	RECIFE(PE) - NATAL(RN)	6063
26363	8	84	Sitio Gruta Do Bode 14, Canguaretama - Rio Grande do Norte, 59190-000, Brasil	11/02/2026	Início: 03:46, Fim: 03:54	RECIFE(PE) - NATAL(RN)	6063
26363	16	84	Rodovia Governador Mário Covas, Arez - Rio Grande do Norte, Brasil	11/02/2026	Início: 03:57, Fim: 04:13	RECIFE(PE) - NATAL(RN)	6063
26364	9	84	Rodovia Governador Antônio Mariz 2, Assunção - Paraíba, 58685-000, Brasil	09/02/2026	Início: 00:46, Fim: 00:55	CAJAZEIRAS(PB) - RECIFE(PE)	6159
26364	12	84	Rodovia Governador Antônio Mariz 6492, Campina Grande - Paraíba, 58449-000, Brasil	09/02/2026	Início: 03:00, Fim: 03:12	CAJAZEIRAS(PB) - RECIFE(PE)	6159
26364	12	84	Rodovia Br-232, Sertânia - Pernambuco, 56600-000, Brasil	24/02/2026	Início: 00:39, Fim: 00:51	CRATO(CE) - RECIFE(PE)	6063
26364	6	84	Rodovia Empresário Eduardo Alves da Silva 181, Igaci - Alagoas, 57620-000, Brasil	25/02/2026	Início: 23:46, Fim: 23:52	PENEDO(AL) - RECIFE(PE)	6099
26365	9	84	Rodovia Governador Mário Covas, Baía Formosa - Rio Grande do Norte, Brasil	10/02/2026	Início: 15:01, Fim: 15:10	RECIFE(PE) - NATAL(RN)	6027
26365	8	84	Rodovia Governador Mário Covas 45, São José de Mipibu - Rio Grande do Norte, 59162-000, Brasil	10/02/2026	Início: 15:46, Fim: 15:54	RECIFE(PE) - NATAL(RN)	6027
26365	15	84	Rodovia Governador Mário Covas 58, São José de Mipibu - Rio Grande do Norte, 59162-000, Brasil	16/02/2026	Início: 15:48, Fim: 16:03	RECIFE(PE) - NATAL(RN)	6099
26365	6	84	Rodovia Governador Mário Covas, Baía Formosa - Rio Grande do Norte, Brasil	19/02/2026	Início: 12:21, Fim: 12:27	RECIFE(PE) - NATAL(RN)	6295
26365	17	84	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	22/02/2026	Início: 12:37, Fim: 12:54	RECIFE(PE) - NATAL(RN)	6073
26365	5	84	Avenida da Recuperação, Dois Irmãos, Recife - Pernambuco, 52171, Brasil	23/02/2026	Início: 17:29, Fim: 17:34	RECIFE(PE) - NATAL(RN)	6179
26371	8	84	Br-316, Araripina - Pernambuco, Brasil	20/02/2026	Início: 05:13, Fim: 05:21	RECIFE(PE) - ARARIPINA(PE) (TFD)	6168
26374	10	84	Sitio Caicara 258, Arcoverde - Pernambuco, 56518-899, Brasil	01/02/2026	Início: 13:48, Fim: 13:58	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6149
26374	9	84	Rodovia BR-232, Mirandiba - Pernambuco, Brasil	01/02/2026	Início: 19:20, Fim: 19:29	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6149
26374	7	84	Rodovia BR-232, Terra Nova - Pernambuco, Brasil	02/02/2026	Início: 09:30, Fim: 09:37	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6098
26374	5	84	Rodovia BR-232, Verdejante - Pernambuco, Brasil	02/02/2026	Início: 10:17, Fim: 10:22	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6098
26374	9	84	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	04/02/2026	Início: 16:03, Fim: 16:12	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6137
26374	17	84	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	05/02/2026	Início: 11:41, Fim: 11:58	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6137
26374	7	84	Entrada Algodoes 6, Sertânia - Pernambuco, 56600-000, Brasil	06/02/2026	Início: 14:05, Fim: 14:12	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6079
26374	8	84	Rodovia BR-232, Mirandiba - Pernambuco, Brasil	06/02/2026	Início: 17:48, Fim: 17:56	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6079
26374	7	84	Rodovia BR-232, Verdejante - Pernambuco, Brasil	06/02/2026	Início: 18:09, Fim: 18:16	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6079
26374	7	84	Sitio Riacho Do Mel 39197, Arcoverde - Pernambuco, 56518-899, Brasil	08/02/2026	Início: 18:57, Fim: 19:04	SÃO LUIS(MA) X RECIFE(PE) ( ACV X REC ) IN	6066
26374	18	84	Rodovia BR-232, Custódia - Pernambuco, Brasil	09/02/2026	Início: 13:00, Fim: 13:18	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6069
26374	8	84	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	12/02/2026	Início: 11:50, Fim: 11:58	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6069
26374	11	84	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	12/02/2026	Início: 12:32, Fim: 12:43	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6069
26374	6	84	Sitio Riacho Do Mel 39197, Arcoverde - Pernambuco, 56518-899, Brasil	12/02/2026	Início: 13:01, Fim: 13:07	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6069
26374	5	84	Rodovia BR-232, Mirandiba - Pernambuco, Brasil	12/02/2026	Início: 17:39, Fim: 17:44	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6069
26374	7	84	Rodovia BR-232, Sertânia - Pernambuco, Brasil	13/02/2026	Início: 14:14, Fim: 14:21	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6069
26374	6	84	Sitio Caicara 6, Arcoverde - Pernambuco, 56508-355, Brasil	20/02/2026	Início: 08:25, Fim: 08:31	SÃO LUIS(MA) X RECIFE(PE) ( ACV X REC ) IN	6314
26374	8	84	Br-316, Bodocó - Pernambuco, Brasil	24/02/2026	Início: 20:01, Fim: 20:09	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6137
26376	13	84	Rodovia Br-232, Belo Jardim - Pernambuco, 55140-000, Brasil	04/02/2026	Início: 16:49, Fim: 17:02	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6169
26376	8	84	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55040-120, Brasil	16/02/2026	Início: 14:25, Fim: 14:33	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6159
26376	9	84	Rodovia Br-232 41, Sanharó - Pernambuco, 55250-000, Brasil	18/02/2026	Início: 16:53, Fim: 17:02	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6029
26376	10	84	Rodovia BR-232, Sanharó - Pernambuco, Brasil	22/02/2026	Início: 16:24, Fim: 16:34	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6159
26377	10	84	Al-220, Jaramataia - Alagoas, Brasil	04/02/2026	Início: 20:49, Fim: 20:59	MACEIÓ(AL) - PETROLINA(PE)	6254
26377	5	84	Rodovia AL-220, Arapiraca - Alagoas, Brasil	16/02/2026	Início: 21:46, Fim: 21:51	MACEIÓ(AL) - PETROLINA(PE)	6017
26380	10	84	Br-122, Bodocó - Pernambuco, Brasil	07/02/2026	Início: 08:39, Fim: 08:49	RECIFE(PE) - BODOCÓ(PE) via Exu	6295
26380	9	84	Pe-507, Serrita - Pernambuco, Brasil	16/02/2026	Início: 20:09, Fim: 20:18	RECIFE(PE) - BODOCÓ(PE) via Exu	6179
26380	7	84	Br-122, Bodocó - Pernambuco, Brasil	26/02/2026	Início: 08:23, Fim: 08:30	RECIFE(PE) - BODOCÓ(PE) via Exu	6069
26380	7	84	Br-122, Exu - Pernambuco, Brasil	26/02/2026	Início: 18:25, Fim: 18:32	RECIFE(PE) - BODOCÓ(PE) via Exu	6069
26381	7	84	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	02/02/2026	Início: 14:49, Fim: 14:56	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6129
26381	14	84	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	02/02/2026	Início: 15:59, Fim: 16:13	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6129
26381	15	84	Rodovia BR-232, Flores - Pernambuco, Brasil	05/02/2026	Início: 15:51, Fim: 16:06	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6189
26381	5	84	Rodovia BR-232, Custódia - Pernambuco, Brasil	08/02/2026	Início: 13:21, Fim: 13:26	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6079
26381	6	84	Rodovia BR-232, Mirandiba - Pernambuco, Brasil	08/02/2026	Início: 16:07, Fim: 16:13	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6079
26381	17	84	Rodovia BR-232, Verdejante - Pernambuco, Brasil	08/02/2026	Início: 16:16, Fim: 16:33	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6079
26381	15	84	Rodovia BR-428, Orocó - Pernambuco, Brasil	09/02/2026	Início: 08:31, Fim: 08:46	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6079
26381	23	84	Rodovia Br-232, Serra Talhada - Pernambuco, 56915-899, Brasil	09/02/2026	Início: 11:24, Fim: 11:47	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6079
26381	7	84	Rodovia BR-232, Calumbi - Pernambuco, Brasil	09/02/2026	Início: 12:33, Fim: 12:40	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6079
26381	13	84	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	11/02/2026	Início: 16:25, Fim: 16:38	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6189
26381	10	84	Rodovia BR-232 10, São José do Belmonte - Pernambuco, 56950-000, Brasil	11/02/2026	Início: 16:41, Fim: 16:51	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6189
26381	14	84	Rodovia BR-232, Verdejante - Pernambuco, Brasil	11/02/2026	Início: 17:29, Fim: 17:43	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6189
26381	12	84	Parnamirim, Pernambuco, Brasil	12/02/2026	Início: 10:44, Fim: 10:56	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6189
26381	8	84	Rodovia BR-232, Terra Nova - Pernambuco, Brasil	12/02/2026	Início: 11:02, Fim: 11:10	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6189
26381	9	84	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	12/02/2026	Início: 13:53, Fim: 14:02	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6189
26381	15	84	Rodovia Br-232, Sertânia - Pernambuco, 56600-000, Brasil	14/02/2026	Início: 13:53, Fim: 14:08	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6209
26381	5	84	Rodovia BR-232, Verdejante - Pernambuco, Brasil	14/02/2026	Início: 17:32, Fim: 17:37	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6209
26381	6	84	Rodovia BR-232, São José do Belmonte - Pernambuco, Brasil	15/02/2026	Início: 11:43, Fim: 11:49	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6189
26381	14	84	Sitio Tamburil 2, Parnamirim - Pernambuco, 56163-000, Brasil	17/02/2026	Início: 19:50, Fim: 20:04	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6039
26384	5	84	Rodovia Br-232, Flores - Pernambuco, 56640-000, Brasil	02/02/2026	Início: 16:18, Fim: 16:23	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6127
26384	11	84	Br-316, Ouricuri - Pernambuco, Brasil	02/02/2026	Início: 21:02, Fim: 21:13	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6127
26384	8	84	Avenida Osvaldo Cruz 900, Arcoverde - Pernambuco, 56518-899, Brasil	14/02/2026	Início: 15:40, Fim: 15:48	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6019
26384	18	84	Bom Nome, São José do Belmonte, Pernambuco, Brasil	17/02/2026	Início: 12:03, Fim: 12:21	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6209
26384	24	84	Rodovia BR-232, Calumbi - Pernambuco, Brasil	17/02/2026	Início: 13:16, Fim: 13:40	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6209
26384	14	84	Rodovia BR-232, Custódia - Pernambuco, Brasil	17/02/2026	Início: 14:04, Fim: 14:18	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6209
26384	19	84	Rodovia BR-232, Custódia - Pernambuco, Brasil	22/02/2026	Início: 13:25, Fim: 13:44	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6057
26384	11	84	Rodovia Br-232, Serra Talhada - Pernambuco, 56950-000, Brasil	22/02/2026	Início: 15:22, Fim: 15:33	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6057
26384	27	84	Rodovia BR-122, Petrolina - Pernambuco, Brasil	22/02/2026	Início: 20:28, Fim: 20:55	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6057
26384	29	84	Rodovia BR-428, Cabrobó - Pernambuco, Brasil	23/02/2026	Início: 08:52, Fim: 09:21	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6057
26384	7	84	Rodovia Santos Dumont, Cabrobó - Pernambuco, Brasil	23/02/2026	Início: 09:55, Fim: 10:02	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6057
26384	21	84	Rodovia Santos Dumont, Salgueiro - Pernambuco, Brasil	23/02/2026	Início: 10:15, Fim: 10:36	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6057
26384	8	84	Rodovia Br-232 14, Custódia - Pernambuco, 56640-000, Brasil	23/02/2026	Início: 13:37, Fim: 13:45	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6057
26384	25	84	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	25/02/2026	Início: 16:25, Fim: 16:50	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26384	17	84	Rodovia Br-232 9, São José do Belmonte - Pernambuco, 56950-000, Brasil	25/02/2026	Início: 16:52, Fim: 17:09	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26384	17	84	Rodovia BR-232, Parnamirim - Pernambuco, Brasil	25/02/2026	Início: 19:13, Fim: 19:30	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26384	20	84	Sitio Teiu 3, Ouricuri - Pernambuco, 56200-000, Brasil	25/02/2026	Início: 19:39, Fim: 19:59	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26384	7	84	Br-316 37, Ouricuri - Pernambuco, Brasil	25/02/2026	Início: 20:27, Fim: 20:34	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26384	14	84	Br-316 160, Trindade - Pernambuco, Brasil	25/02/2026	Início: 20:42, Fim: 20:56	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26384	7	84	Rodovia BR-232, Terra Nova - Pernambuco, Brasil	26/02/2026	Início: 09:50, Fim: 09:57	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26384	8	84	Rodovia Br-232, Mirandiba - Pernambuco, 56120-000, Brasil	26/02/2026	Início: 10:56, Fim: 11:04	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26385	23	84	Rodovia Governador Antônio Mariz 6492, Campina Grande - Paraíba, 58449-000, Brasil	03/02/2026	Início: 13:08, Fim: 13:31	CAMPINA GRANDE(PB) - RECIFE(PE)	6015
26385	13	84	Rodovia Governador Mário Covas, Mamanguape - Paraíba, Brasil	07/02/2026	Início: 14:01, Fim: 14:14	CARUARU(PE) - NATAL(RN)	6095
26385	8	84	Rodovia Governador Mário Covas, Baía Formosa - Rio Grande do Norte, 59190-000, Brasil	07/02/2026	Início: 14:16, Fim: 14:24	CARUARU(PE) - NATAL(RN)	6095
