VEÍCULO;DATA;MOTORISTA IDENTIFICADO?;MATRÍCULA MOTORISTA;CULPADO?;LANÇADO NO GLOBUS?;MÊS DE LANÇAMENTO;GERENTE;DESCRIÇÃO DE AVARIA;TIPO DE AVARIA;CAUSA DE AVARIA;AÇÃO TOMADA;HORÁRIO;VALOR DA AVARIA;VALOR COBRADO
6294;10/02/2026;SIM;26357;SIM;NÃO;;JARBAS;VIDRO TAMPA PRIMEIRO MALEIRO L.D, RECUPERAÇÃO DA TAMPA DO 1°MALEIRO L.D;;;;-;622,06;622,06
6129;10/02/2026;NÃO;-;-;-;;-;PNEU NOVO;;;;-;2265;0
6178;11/02/2026;NÃO;-;-;-;;-;LANTERNA INFERIOR TRASEIRA L.D / REPARAÇÃO DE AVARIA NA PARTE TRASEIRA L.E;;;;-;756,5;0
6143;14/02/2026;SIM;26865;SIM;NÃO;;ALEX;SUPORTE DO FAROL DE MILHA L.D, FAROL DE MILHA L.D, FAROL DE NEBLINA L.D,AVARIA NO PARACHOQUE DIANTEIRO L.D;;;;-;639,78;639,78
6229;16/02/2026;SIM;26904;SIM;DESLIGADO;-;ALEX;PARABRISA L.E, RECUPERAÇÃO DO PARACHOQUE DIANTEIRO E ESTRUTURAS, FAROL L.E, FAROL NEBLINA L.E;;;;-;4520;4520
6265;17/02/2026;SIM;26769;SIM;NÃO;;ALEX;PENÚLTIMO VIDRO INFERIOR L.D,LANTERNA ENTRE RODAS TRASEIRA L.D;;;;-;1238,63;1238,63
6017;17/02/2026;SIM;26094;SIM;SIM;;ALEX;RECUPERAÇÃO DO PARACHOQUE DIANTEIRO;;;;-;190;190
6159;17/02/2026;SIM;26364;SIM;NÃO;;ALEX;VIDRO SANITÁRIO SUPERIOR L.D, VIDRO VENTAROLA DO SANITÁRIO;;;;-;2898;2898
6073;22/02/2026;NÃO;-;-;-;-;-;PNEU RECAPADO;;;;-;710;0
6043;22/02/2026;NÃO;-;-;-;-;-;PNEU RECAPADO;;;;-;710;0
6017;25/02/2026;NÃO;-;-;-;-;-;RECUPERAÇÃO DO PARACHOQUE TRASEIRO;;;;-;150;0
6194;25/02/2026;NÃO;-;-;-;-;-;REPARAÇÃO NO PARACHOQUE DIANTEIRO L.D;;;;-;110;0
6096;25/02/2026;NÃO;-;-;-;-;-;REPARAÇÃO DE PINTURA SOBRE A LOGAMARCA L.D;;;;-;180;0
6245;26/02/2026;NÃO;-;-;;;-;PNEU RECAPADO;;;;-;710;0
6046;24/02/2026;SIM;26830;NÃO;DESLIGADO;-;ALEX;ÚLTIMA PORTINHOLA TAMPA GRADEADA L.E, REPARAÇÃO DE AVARIA NO CURVÃO E PARACHOQUE TRASEIRO L.E;;;;-;1230;0
6095;28/02/2026;SIM;26936;NÃO;-;-;ALEX;"RECUPERAÇÃO DO PARACHOQUE TRASEIRO E TAMPA ""CAPÔ"" DO MOTOR , LANTERNAGEM INFERIOR TRASEIRO L.D";;;;-;1004,39;0
6334;01/03/2026;SIM;26614;SIM;NÃO;X;PEDRO;RECUPERAÇÃO DO RETROVISOR L.E;X;;;;150;0
6189;02/03/2026;SIM;26436;NÃO;X;X;JARBAS;ÚLTIMO VIDRO DA JANELA INFERIOR;X;;;;1356,06;0
6165;02/03/2026;SIM;26468;SIM;X;X;ALEX;REPARAÇÃO DE AVARIA NO PARACHOQUE DIANTEIRO L.D E GRADE FRONTAL, FAROL L.D, FAROL DE NEBLINA L.D;X;;;;10997,61;0
6105;03/03/2026;NÃO;X;X;X;X;X;REPARAÇÃO NO RETORIVSOR L.E;X;;;;120;0
6119;05/03/2026;NÃO;X;X;X;X;X;ÚLTIMA JANELA INFERIOR L.D;X;;;;1220;0
3020;06/03/2026;SIM;MANOBRA;SIM;X;X;ALEX;REPARAÇÃO DE AVARIA NO RETROVISOR L.D;X;;;;180;0
6139;06/03/2026;SIM;26094;SIM;X;X;ALEX;FAROL L.D, RECUPERAÇÃO DO PARACHOQUE DIANTEIRO,PARABRISA L.D,3°JANELA SUPERIOR L.D;X;;;;3779;0
6098;09/03/2026;SIM;26459;NÃO;X;X;ALEX;1°VIDRO DE JANELA L.D;X;;;;1304;0
6269;09/03/2026;SIM;25326;NÃO;X;X;ALEX;VIDRO SOBRE RETROVISOR L.D,RECUPERAÇÃO DO RETROVISOR;X;;;;1832;0
6165;10/03/2026;SIM;26025;SIM;X;X;MATEUS;RECUPERAÇÃO DO RETROVISOR L.E;X;;;;210;0
6136;11/03/2026;NÃO;X;X;X;X;X;VIDRO CAPACETE LD;X;;;;2096;0
6324;12/03/2026;SIM;26753;SIM;X;X;JARBAS;RECUPERAÇÃO DO PARA-CHOQUE DIANTEIRO LE, FAROL LE;X;;;;1905;0
6159;17/03/2026;SIM;21982;SIM;X;X;ALEX;RETROVISOR LE,PARA-BRISA LE;X;;;;4125;0
6067;23/03/2026;NÃO;X;X;X;X;X;REPARAÇÃO DE AVARIA NA PORTA DA CABINA;X;;;;195;0
6335;24/03/2026;SIM;26498;SIM;X;X;PEDRO;ULTIMA JANELA INFERIOR LD;X;;;;1298,59;0
6016;25/03/2026;NÃO;X;X;X;X;X;VIDRO CAPACETE LD;X;;;;2081;0
6315;26/03/2026;SIM;26068;SIM;X;X;PEDRO;ÚLTIMO VIDRO DE JANELA INFERIORR LD, REPARAÇÃO NA TAMPA DO MALEIRO;X;;;;1388,59;0
6069;26/03/2026;SIM;26865;SIM;X;X;ALEX;DOBRADIÇA MALEIRO TRASEIRO LD (02 UNIDADE);X;;;;1164,76;0
6345;22/03/2026;NÃO;X;X;X;X;X;REPARAÇÃO DE AVARIA NA PARTE SUPERIOR DA TRASEIRA;X;;;;155;0
