Prefixo do Veículo;Data;Operacional (KM);Ociosa (KM);Total (KM)
6128;28/02/2026;354.7;0.1;354.8
6129;16/02/2026;579.9;0.1;580
6135;01/02/2026;;0.1;0.1
6135;14/02/2026;;0.1;0.1
6135;18/02/2026;363.8;0.1;363.9
6135;21/02/2026;;0.1;0.1
6136;18/02/2026;;0.1;0.1
6136;19/02/2026;;0.1;0.1
6136;22/02/2026;;0.1;0.1
6137;10/02/2026;527.4;0.1;527.5
6147;11/02/2026;;0.1;0.1
6149;24/02/2026;788.5;0.1;788.6
6155;01/02/2026;0.7;0.1;0.8
6158;04/02/2026;545.2;0.1;545.3
6178;13/02/2026;;0.1;0.1
6188;27/02/2026;;0.1;0.1
6208;10/02/2026;941;0.1;941.1
6208;19/02/2026;390.2;0.1;390.3
6208;26/02/2026;1129.5;0.1;1129.6
6209;28/02/2026;;0.1;0.1
6229;15/02/2026;;0.1;0.1
6238;10/02/2026;359.7;0.1;359.8
6238;21/02/2026;377.9;0.1;378
6238;28/02/2026;365.4;0.1;365.5
6254;19/02/2026;;0.1;0.1
6274;10/02/2026;;0.1;0.1
6294;09/02/2026;460;0.1;460.1
6294;11/02/2026;;0.1;0.1
6295;08/02/2026;342.2;0.1;342.3
6314;25/02/2026;;0.1;0.1
6294;20/02/2026;;1168;1168
6155;15/02/2026;;669;669
6234;12/02/2026;;609;609
6146;23/02/2026;201.8;539;740.8
6047;19/02/2026;296.9;506;802.9
6188;25/02/2026;252.4;504;756.4
6245;26/02/2026;350.2;466;816.2
6334;12/02/2026;469;454;923
6195;23/02/2026;505;397;902
2272;14/02/2026;116.1;393;509.1
6219;11/02/2026;;388;388
6099;22/02/2026;392;379;771
6334;17/02/2026;;376;376
6285;16/02/2026;682.6;373;1055.6
6017;08/02/2026;753.5;371;1124.5
6169;06/02/2026;488.2;371;859.2
6234;14/02/2026;;361;361
6057;06/02/2026;845;327;1172
6149;13/02/2026;277;305;582
6067;17/02/2026;315.3;299;614.3
6305;24/02/2026;829.2;289;1118.2
6087;04/02/2026;302;287;589
6026;24/02/2026;;273;273
6188;26/02/2026;;273;273
6014;13/02/2026;280;272;552
6099;23/02/2026;389;272;661
6045;23/02/2026;21.9;268;289.9
6023;23/02/2026;98.3;264;362.3
6189;28/02/2026;454.8;264;718.8
207;15/02/2026;;263;263
6075;06/02/2026;316.6;263;579.6
6219;14/02/2026;;263;263
207;07/02/2026;;258;258
6274;14/02/2026;238;257;495
6305;09/02/2026;708.8;256;964.8
6274;19/02/2026;305.6;253;558.6
6099;01/02/2026;281;241;522
6295;25/02/2026;822.2;234;1056.2
6334;16/02/2026;360;233;593
6095;17/02/2026;;232;232
6324;07/02/2026;1023;214;1237
6234;11/02/2026;288;208;496
6159;08/02/2026;;204;204
6355;26/02/2026;985.5;204;1189.5
6334;11/02/2026;303;195;498
6014;05/02/2026;418.8;179;597.8
6028;14/02/2026;;167;167
6245;03/02/2026;894.9;166;1060.9
6265;27/02/2026;271.1;164;435.1
6087;03/02/2026;100;162;262
247;12/02/2026;;157;157
6036;20/02/2026;;151;151
6259;09/02/2026;125.4;146;271.4
6136;02/02/2026;337.5;145;482.5
6088;01/02/2026;443.1;139;582.1
6087;11/02/2026;405;138;543
6016;02/02/2026;258.6;137;395.6
6073;20/02/2026;290.6;137;427.6
6075;02/02/2026;299;137;436
6056;01/02/2026;;136;136
6234;06/02/2026;667;136;803
6309;18/02/2026;731.3;136;867.3
6043;02/02/2026;807.6;134;941.6
6027;23/02/2026;;132;132
6086;27/02/2026;;132;132
6108;13/02/2026;305.8;132;437.8
6016;08/02/2026;263.1;131;394.1
6239;03/02/2026;497.9;131;628.9
6178;07/02/2026;258.1;130;388.1
6146;12/02/2026;129.5;128;257.5
6138;25/02/2026;156;127;283
6125;14/02/2026;;126;126
6136;14/02/2026;;124;124
6124;10/02/2026;358.2;120;478.2
6016;13/02/2026;;116;116
6079;05/02/2026;122;111;233
6208;17/02/2026;864;96;960
6194;11/02/2026;;94;94
6036;19/02/2026;;88;88
6077;11/02/2026;;88;88
6117;03/02/2026;;81;81
6234;20/02/2026;;77;77
6234;13/02/2026;;76;76
6119;17/02/2026;379;75;454
6194;27/02/2026;273.3;75;348.3
6098;27/02/2026;558.9;74;632.9
6234;10/02/2026;288;73;361
6056;18/02/2026;129.6;71;200.6
6234;07/02/2026;236;69;305
2262;18/02/2026;225.9;67;292.9
6299;19/02/2026;488.4;66;554.4
6165;28/02/2026;338.4;65;403.4
6109;13/02/2026;669.4;54;723.4
6159;05/02/2026;807.7;50;857.7
2262;22/02/2026;286.9;44;330.9
6038;24/02/2026;457.8;42;499.8
6234;09/02/2026;496;39;535
2232;19/02/2026;475.2;37;512.2
6057;23/02/2026;780;37;817
2272;18/02/2026;251.6;35;286.6
6025;12/02/2026;263;35;298
6109;03/02/2026;771;35;806
6129;15/02/2026;433.6;34;467.6
6137;04/02/2026;778.1;33;811.1
6244;07/02/2026;517.4;33;550.4
6099;27/02/2026;562;32;594
6083;10/02/2026;650.7;31;681.7
6129;01/02/2026;694.7;31;725.7
6145;20/02/2026;624.5;30;654.5
6165;19/02/2026;1213.8;30;1243.8
6053;02/02/2026;697.6;29;726.6
6086;16/02/2026;;28;28
6234;08/02/2026;262;25;287
6279;15/02/2026;408.4;24;432.4
6309;27/02/2026;207.4;24;231.4
6066;20/02/2026;395.6;22;417.6
6068;28/02/2026;;22;22
6128;17/02/2026;251.6;21;272.6
6088;03/02/2026;427.3;20;447.3
6099;02/02/2026;;20;20
6149;26/02/2026;822.3;20;842.3
6205;05/02/2026;528.2;20;548.2
6205;14/02/2026;709;20;729
6225;03/02/2026;551.5;20;571.5
2242;10/02/2026;;19;19
6028;18/02/2026;262.9;19;281.9
6048;12/02/2026;287.6;19;306.6
6053;06/02/2026;564.5;19;583.5
6149;11/02/2026;691;19;710
6158;13/02/2026;347.7;19;366.7
6194;06/02/2026;370.7;19;389.7
6219;01/02/2026;426.4;19;445.4
6238;17/02/2026;284.9;19;303.9
6239;20/02/2026;222.9;19;241.9
6248;19/02/2026;354.6;19;373.6
6269;13/02/2026;361.4;19;380.4
6345;04/02/2026;537.8;19;556.8
6345;18/02/2026;584.7;19;603.7
6075;08/02/2026;395.7;18;413.7
6078;12/02/2026;596.4;18;614.4
6079;13/02/2026;1187.8;18;1205.8
6259;07/02/2026;499.5;18;517.5
6044;20/02/2026;791.3;17;808.3
6063;11/02/2026;747.6;17;764.6
6063;14/02/2026;509.5;17;526.5
6299;07/02/2026;378.8;17;395.8
6018;19/02/2026;428.6;16;444.6
6118;10/02/2026;476.2;16;492.2
6225;18/02/2026;1097.9;16;1113.9
6057;03/02/2026;1016;15;1031
6073;02/02/2026;1124.5;15;1139.5
6078;16/02/2026;427.8;15;442.8
6079;12/02/2026;786.4;15;801.4
6093;03/02/2026;1159.1;15;1174.1
6159;03/02/2026;678.1;15;693.1
6314;15/02/2026;1139.1;15;1154.1
6087;09/02/2026;479;14;493
6099;20/02/2026;1022;14;1036
6099;28/02/2026;599;14;613
6324;06/02/2026;784.8;14;798.8
6038;07/02/2026;370.4;12;382.4
6087;08/02/2026;599;12;611
6087;21/02/2026;712;12;724
6088;17/02/2026;629.6;12;641.6
6126;20/02/2026;631.6;12;643.6
6128;09/02/2026;628.7;12;640.7
6147;08/02/2026;1012.1;12;1024.1
6225;26/02/2026;904;12;916
6248;13/02/2026;626.5;12;638.5
6259;03/02/2026;626.1;12;638.1
6037;05/02/2026;925.9;11;936.9
6043;04/02/2026;920.2;11;931.2
6043;22/02/2026;843;11;854
6048;08/02/2026;535.4;11;546.4
6053;18/02/2026;901.1;11;912.1
6068;18/02/2026;697.8;11;708.8
6086;18/02/2026;420.8;11;431.8
6099;17/02/2026;596;11;607
6149;07/02/2026;595.4;11;606.4
6235;23/02/2026;1087.5;11;1098.5
6239;10/02/2026;497.6;11;508.6
6248;14/02/2026;248.2;11;259.2
6274;11/02/2026;905.7;11;916.7
6275;22/02/2026;1142.3;11;1153.3
6289;24/02/2026;539.4;11;550.4
6295;14/02/2026;859.2;11;870.2
6324;05/02/2026;903.5;11;914.5
6018;17/02/2026;720.7;10;730.7
6027;11/02/2026;591.3;10;601.3
6035;20/02/2026;389.7;10;399.7
6038;08/02/2026;626.5;10;636.5
6053;07/02/2026;916.2;10;926.2
6053;28/02/2026;916.3;10;926.3
6146;09/02/2026;737.4;10;747.4
6168;17/02/2026;176.9;10;186.9
6168;23/02/2026;721.2;10;731.2
6185;11/02/2026;1060.4;10;1070.4
6195;15/02/2026;732.5;10;742.5
6225;07/02/2026;908.8;10;918.8
6265;02/02/2026;1019.6;10;1029.6
6274;21/02/2026;225.3;10;235.3
6289;11/02/2026;747.6;10;757.6
6325;14/02/2026;810.2;10;820.2
6325;21/02/2026;953;10;963
6345;25/02/2026;906;10;916
6015;21/02/2026;510.8;9;519.8
6025;01/02/2026;428.4;9;437.4
6026;09/02/2026;673.1;9;682.1
6029;03/02/2026;1163.1;9;1172.1
6073;13/02/2026;652.1;9;661.1
6087;16/02/2026;450;9;459
6087;18/02/2026;357;9;366
6088;19/02/2026;686.8;9;695.8
6089;23/02/2026;826.7;9;835.7
6093;21/02/2026;891.1;9;900.1
6125;15/02/2026;713.1;9;722.1
6127;05/02/2026;1043;9;1052
6189;20/02/2026;541.4;9;550.4
6195;09/02/2026;929.4;9;938.4
6279;12/02/2026;429.2;9;438.2
6325;07/02/2026;914.7;9;923.7
6334;27/02/2026;1036;9;1045
6345;19/02/2026;1079;9;1088
6015;12/02/2026;414.1;8;422.1
6023;09/02/2026;651.7;8;659.7
6027;10/02/2026;655.9;8;663.9
6045;08/02/2026;440.6;8;448.6
6045;15/02/2026;562.3;8;570.3
6057;09/02/2026;1034;8;1042
6066;09/02/2026;506.2;8;514.2
6078;07/02/2026;447.2;8;455.2
6087;01/02/2026;975;8;983
6087;07/02/2026;719;8;727
6087;13/02/2026;467;8;475
6087;19/02/2026;495;8;503
6088;28/02/2026;352.8;8;360.8
6099;18/02/2026;513;8;521
6099;25/02/2026;472;8;480
6119;01/02/2026;712.6;8;720.6
6145;14/02/2026;413.4;8;421.4
6156;07/02/2026;260;8;268
6175;28/02/2026;687.5;8;695.5
6178;26/02/2026;263.2;8;271.2
6188;15/02/2026;1130.2;8;1138.2
6204;17/02/2026;478;8;486
6314;18/02/2026;928.5;8;936.5
6334;13/02/2026;360;8;368
6018;08/02/2026;496.5;7;503.5
6018;21/02/2026;373.8;7;380.8
6043;27/02/2026;409.6;7;416.6
6057;02/02/2026;515;7;522
6057;14/02/2026;558;7;565
6058;10/02/2026;374.3;7;381.3
6066;21/02/2026;393.4;7;400.4
6069;16/02/2026;685.8;7;692.8
6087;24/02/2026;871;7;878
6088;02/02/2026;305.7;7;312.7
6089;01/02/2026;902;7;909
6096;26/02/2026;389.1;7;396.1
6097;19/02/2026;599.2;7;606.2
6099;16/02/2026;303;7;310
6105;07/02/2026;385.4;7;392.4
6138;09/02/2026;614.4;7;621.4
6148;05/02/2026;298.6;7;305.6
6148;10/02/2026;305.4;7;312.4
6168;04/02/2026;616.5;7;623.5
6178;16/02/2026;388.9;7;395.9
6195;12/02/2026;957.7;7;964.7
6215;18/02/2026;944.4;7;951.4
6215;28/02/2026;1054.9;7;1061.9
6224;05/02/2026;393.2;7;400.2
6249;17/02/2026;374.5;7;381.5
6264;23/02/2026;290;7;297
6279;23/02/2026;589.6;7;596.6
6285;25/02/2026;826.2;7;833.2
6314;02/02/2026;591.1;7;598.1
6335;17/02/2026;1030.8;7;1037.8
6344;09/02/2026;1184.1;7;1191.1
6345;14/02/2026;915.1;7;922.1
6355;17/02/2026;685;7;692
6019;08/02/2026;296.8;6;302.8
6025;03/02/2026;548.9;6;554.9
6028;23/02/2026;534.7;6;540.7
6039;05/02/2026;297.5;6;303.5
6045;12/02/2026;424.3;6;430.3
6046;27/02/2026;304.5;6;310.5
6047;27/02/2026;602.3;6;608.3
6057;24/02/2026;783;6;789
6075;01/02/2026;305.5;6;311.5
6085;08/02/2026;305.9;6;311.9
6087;23/02/2026;570;6;576
6127;09/02/2026;611.2;6;617.2
6127;23/02/2026;866.7;6;872.7
6139;14/02/2026;570.8;6;576.8
6145;17/02/2026;613;6;619
6157;06/02/2026;805.9;6;811.9
6159;15/02/2026;613.9;6;619.9
6179;02/02/2026;900.3;6;906.3
6185;04/02/2026;678.1;6;684.1
6204;28/02/2026;430.7;6;436.7
6229;12/02/2026;331.8;6;337.8
6254;28/02/2026;291.7;6;297.7
6279;05/02/2026;;6;6
6334;15/02/2026;914;6;920
6334;24/02/2026;734;6;740
6014;09/02/2026;543.9;5;548.9
6015;27/02/2026;374.8;5;379.8
6025;17/02/2026;353.5;5;358.5
6026;13/02/2026;415.9;5;420.9
6026;17/02/2026;260.1;5;265.1
6026;23/02/2026;263;5;268
6027;02/02/2026;904.8;5;909.8
6036;13/02/2026;;5;5
6037;09/02/2026;196.5;5;201.5
6044;16/02/2026;545.8;5;550.8
6046;18/02/2026;260.6;5;265.6
6057;10/02/2026;686;5;691
6057;12/02/2026;838;5;843
6057;17/02/2026;951;5;956
6057;18/02/2026;816;5;821
6057;20/02/2026;787;5;792
6057;21/02/2026;783;5;788
6057;26/02/2026;783;5;788
6057;27/02/2026;782;5;787
6058;16/02/2026;249.8;5;254.8
6069;10/02/2026;768.8;5;773.8
6075;17/02/2026;251.5;5;256.5
6083;20/02/2026;1128;5;1133
6086;21/02/2026;263.1;5;268.1
6087;02/02/2026;685;5;690
6087;14/02/2026;1009;5;1014
6087;25/02/2026;684;5;689
6087;27/02/2026;849;5;854
6087;28/02/2026;615;5;620
6088;23/02/2026;398.2;5;403.2
6096;27/02/2026;262.6;5;267.6
6096;28/02/2026;251.8;5;256.8
6103;04/02/2026;1032.1;5;1037.1
6103;13/02/2026;516;5;521
6105;16/02/2026;376.8;5;381.8
6119;22/02/2026;466.6;5;471.6
6125;12/02/2026;263.1;5;268.1
6126;14/02/2026;263.3;5;268.3
6127;27/02/2026;678.1;5;683.1
6137;16/02/2026;947.7;5;952.7
6138;11/02/2026;296;5;301
6146;17/02/2026;263.1;5;268.1
6147;09/02/2026;690.3;5;695.3
6156;06/02/2026;251.3;5;256.3
6158;09/02/2026;259.5;5;264.5
6158;16/02/2026;263.1;5;268.1
6165;16/02/2026;680.7;5;685.7
6175;12/02/2026;463.2;5;468.2
6175;20/02/2026;923.1;5;928.1
6189;15/02/2026;771.9;5;776.9
6194;15/02/2026;201.8;5;206.8
6195;20/02/2026;1063.6;5;1068.6
6209;04/02/2026;674.9;5;679.9
6224;10/02/2026;884.2;5;889.2
6225;13/02/2026;813.2;5;818.2
6229;25/02/2026;559;5;564
6238;23/02/2026;1059.9;5;1064.9
6269;12/02/2026;173.3;5;178.3
6285;15/02/2026;949.8;5;954.8
6299;27/02/2026;443;5;448
6334;21/02/2026;950;5;955
6345;05/02/2026;1035.4;5;1040.4
6355;01/02/2026;919.6;5;924.6
6017;03/02/2026;201.3;4;205.3
6018;20/02/2026;442.7;4;446.7
6039;20/02/2026;692.5;4;696.5
6045;21/02/2026;211.6;4;215.6
6057;11/02/2026;918;4;922
6057;16/02/2026;686;4;690
6057;22/02/2026;784;4;788
6058;08/02/2026;429.3;4;433.3
6077;19/02/2026;;4;4
6083;08/02/2026;498.8;4;502.8
6086;20/02/2026;392.5;4;396.5
6087;12/02/2026;907;4;911
6087;26/02/2026;919;4;923
6099;15/02/2026;282;4;286
6099;26/02/2026;605;4;609
6109;08/02/2026;174;4;178
6119;03/02/2026;639.2;4;643.2
6125;23/02/2026;353.3;4;357.3
6127;07/02/2026;922.6;4;926.6
6138;14/02/2026;481.8;4;485.8
6194;14/02/2026;250.9;4;254.9
6228;05/02/2026;359;4;363
6235;02/02/2026;485;4;489
6254;12/02/2026;798.2;4;802.2
6279;11/02/2026;450.3;4;454.3
6035;05/02/2026;615;3;618
6045;04/02/2026;318.1;3;321.1
6045;09/02/2026;330.9;3;333.9
6045;25/02/2026;335.7;3;338.7
6046;16/02/2026;122.3;3;125.3
6046;17/02/2026;129.4;3;132.4
6046;22/02/2026;262.3;3;265.3
6048;14/02/2026;445.1;3;448.1
6069;01/02/2026;515.5;3;518.5
6085;19/02/2026;446.3;3;449.3
6088;08/02/2026;429.4;3;432.4
6116;11/02/2026;655.2;3;658.2
6116;16/02/2026;123.5;3;126.5
6135;05/02/2026;123.4;3;126.4
6145;24/02/2026;342;3;345
6146;25/02/2026;130.6;3;133.6
6146;26/02/2026;129.7;3;132.7
6147;23/02/2026;;3;3
6148;08/02/2026;873.7;3;876.7
6148;19/02/2026;756.1;3;759.1
6149;28/02/2026;385.7;3;388.7
6155;24/02/2026;359.2;3;362.2
6157;24/02/2026;303.7;3;306.7
6178;05/02/2026;757.3;3;760.3
6178;23/02/2026;390;3;393
6188;07/02/2026;443.3;3;446.3
6199;25/02/2026;306;3;309
6218;01/02/2026;448.4;3;451.4
6234;05/02/2026;592;3;595
6255;06/02/2026;427;3;430
6265;16/02/2026;415.4;3;418.4
6265;20/02/2026;112.8;3;115.8
6279;13/02/2026;444.1;3;447.1
6304;11/02/2026;689.1;3;692.1
6334;20/02/2026;573;3;576
6334;22/02/2026;422;3;425
6048;07/02/2026;795.5;2;797.5
6058;17/02/2026;789.8;2;791.8
6249;16/02/2026;125.7;2;127.7
6275;21/02/2026;465;2;467
6334;26/02/2026;924;2;926
2212;10/02/2026;;1;1
6057;08/02/2026;721;1;722
6057;28/02/2026;;1;1
6069;26/02/2026;805.8;1;806.8
6087;06/02/2026;737;1;738
6087;20/02/2026;771;1;772
6099;04/02/2026;;1;1
6099;19/02/2026;763;1;764
6109;12/02/2026;744.2;1;745.2
6185;15/02/2026;980;1;981
6215;06/02/2026;866.8;1;867.8
6225;05/02/2026;783.1;1;784.1
6228;18/02/2026;555.5;1;556.5
6234;04/02/2026;;1;1
6294;10/02/2026;307.4;1;308.4
6325;11/02/2026;867.7;1;868.7
197;03/02/2026;;;
197;06/02/2026;;;
197;07/02/2026;;;
197;08/02/2026;;;
197;09/02/2026;;;
197;10/02/2026;;;
207;01/02/2026;;;
207;02/02/2026;;;
2212;06/02/2026;;;
2222;26/02/2026;;;
2232;01/02/2026;;;
2242;01/02/2026;;;
2242;02/02/2026;;;
2242;03/02/2026;;;
2242;05/02/2026;;;
2242;07/02/2026;;;
2242;08/02/2026;;;
2242;09/02/2026;;;
2242;11/02/2026;;;
2242;13/02/2026;;;
2242;16/02/2026;;;
2242;19/02/2026;;;
2242;20/02/2026;;;
2242;22/02/2026;;;
2252;02/02/2026;;;
2252;08/02/2026;;;
2252;15/02/2026;;;
2252;17/02/2026;;;
2252;18/02/2026;;;
2252;19/02/2026;;;
2262;15/02/2026;;;
2272;25/02/2026;;;
2319;01/02/2026;;;
2319;05/02/2026;;;
247;01/02/2026;;;
247;02/02/2026;;;
247;23/02/2026;;;
6014;14/02/2026;;;
6014;15/02/2026;;;
6014;16/02/2026;;;
6014;17/02/2026;;;
6014;28/02/2026;;;
6015;14/02/2026;;;
6015;15/02/2026;;;
6016;07/02/2026;;;
6016;19/02/2026;;;
6016;20/02/2026;;;
6016;28/02/2026;;;
6019;02/02/2026;710.3;;710.3
6019;05/02/2026;606.9;;606.9
6019;15/02/2026;820.1;;820.1
6019;22/02/2026;870.2;;870.2
6023;08/02/2026;183.2;;183.2
6023;17/02/2026;;;
6023;22/02/2026;180.7;;180.7
6024;20/02/2026;;;
6024;21/02/2026;;;
6024;22/02/2026;;;
6024;23/02/2026;;;
6024;28/02/2026;;;
6025;22/02/2026;;;
6026;08/02/2026;;;
6027;25/02/2026;;;
6028;05/02/2026;262.5;;262.5
6028;07/02/2026;267.4;;267.4
6028;10/02/2026;528;;528
6028;15/02/2026;130.1;;130.1
6028;16/02/2026;751.3;;751.3
6028;22/02/2026;388.5;;388.5
6029;25/02/2026;;;
6033;02/02/2026;606.4;;606.4
6033;04/02/2026;581.3;;581.3
6033;06/02/2026;589.2;;589.2
6033;08/02/2026;585.1;;585.1
6033;20/02/2026;582.2;;582.2
6033;22/02/2026;549.8;;549.8
6035;06/02/2026;;;
6035;08/02/2026;1.4;;1.4
6035;25/02/2026;;;
6036;06/02/2026;;;
6036;07/02/2026;;;
6036;08/02/2026;;;
6036;09/02/2026;;;
6036;21/02/2026;;;
6037;10/02/2026;;;
6037;11/02/2026;;;
6037;14/02/2026;;;
6037;16/02/2026;;;
6037;17/02/2026;;;
6037;19/02/2026;;;
6037;23/02/2026;;;
6037;26/02/2026;;;
6038;17/02/2026;747.7;;747.7
6038;19/02/2026;531.8;;531.8
6038;23/02/2026;310.8;;310.8
6038;27/02/2026;657.2;;657.2
6043;16/02/2026;;;
6044;01/02/2026;;;
6044;14/02/2026;292.7;;292.7
6044;15/02/2026;;;
6044;19/02/2026;587.2;;587.2
6044;26/02/2026;;;
6044;28/02/2026;;;
6048;01/02/2026;532;;532
6048;05/02/2026;654.4;;654.4
6048;20/02/2026;654.2;;654.2
6048;26/02/2026;744.6;;744.6
6048;28/02/2026;263.7;;263.7
6057;05/02/2026;233;;233
6057;07/02/2026;1074;;1074
6057;25/02/2026;;;
6058;07/02/2026;408.1;;408.1
6058;25/02/2026;746.9;;746.9
6058;27/02/2026;253;;253
6058;28/02/2026;740;;740
6059;14/02/2026;181.8;;181.8
6059;24/02/2026;;;
6068;03/02/2026;;;
6068;14/02/2026;863.7;;863.7
6068;19/02/2026;374.7;;374.7
6068;25/02/2026;;;
6075;10/02/2026;;;
6075;11/02/2026;;;
6075;12/02/2026;;;
6076;04/02/2026;;;
6076;21/02/2026;;;
6078;20/02/2026;;;
6078;27/02/2026;;;
6078;28/02/2026;;;
6086;02/02/2026;;;
6086;03/02/2026;;;
6087;10/02/2026;830;;830
6088;07/02/2026;;;
6089;09/02/2026;;;
6093;16/02/2026;;;
6093;17/02/2026;;;
6097;02/02/2026;40.9;;40.9
6099;03/02/2026;;;
6099;05/02/2026;;;
6099;06/02/2026;;;
6099;07/02/2026;;;
6099;08/02/2026;;;
6099;09/02/2026;;;
6099;10/02/2026;;;
6099;13/02/2026;275;;275
6099;14/02/2026;560;;560
6107;21/02/2026;;;
6116;01/02/2026;;;
6116;19/02/2026;;;
6116;20/02/2026;;;
6116;21/02/2026;;;
6117;06/02/2026;;;
6117;07/02/2026;;;
6117;08/02/2026;;;
6118;15/02/2026;;;
6118;16/02/2026;;;
6118;17/02/2026;;;
6118;18/02/2026;;;
6118;19/02/2026;;;
6118;20/02/2026;;;
6118;21/02/2026;;;
6118;22/02/2026;;;
6118;23/02/2026;;;
6118;24/02/2026;;;
6118;28/02/2026;;;
6124;26/02/2026;;;
6124;27/02/2026;;;
6124;28/02/2026;;;
6125;26/02/2026;;;
6125;28/02/2026;;;
6135;22/02/2026;;;
6136;15/02/2026;;;
6136;20/02/2026;;;
6136;21/02/2026;;;
6136;28/02/2026;;;
6139;01/02/2026;;;
6139;02/02/2026;;;
6139;03/02/2026;;;
6145;07/02/2026;;;
6145;08/02/2026;;;
6146;05/02/2026;;;
6146;06/02/2026;;;
6147;12/02/2026;;;
6147;13/02/2026;;;
6147;14/02/2026;;;
6147;15/02/2026;;;
6147;16/02/2026;;;
6147;17/02/2026;;;
6147;19/02/2026;;;
6147;20/02/2026;;;
6147;21/02/2026;;;
6147;22/02/2026;;;
6149;19/02/2026;;;
6155;10/02/2026;;;
6155;17/02/2026;37.9;;37.9
6155;28/02/2026;;;
6156;08/02/2026;;;
6156;23/02/2026;;;
6157;19/02/2026;;;
6158;06/02/2026;449;;449
6158;25/02/2026;;;
6165;24/02/2026;;;
6168;21/02/2026;;;
6169;08/02/2026;803;;803
6169;09/02/2026;825.2;;825.2
6169;24/02/2026;803.8;;803.8
6178;02/02/2026;318.8;;318.8
6179;05/02/2026;;;
6179;06/02/2026;;;
6179;11/02/2026;;;
6179;15/02/2026;;;
6179;28/02/2026;352.5;;352.5
6194;12/02/2026;;;
6199;01/02/2026;599.9;;599.9
6199;07/02/2026;;;
6204;08/02/2026;1.4;;1.4
6208;07/02/2026;388;;388
6208;28/02/2026;;;
6218;07/02/2026;;;
6218;08/02/2026;;;
6218;09/02/2026;;;
6218;10/02/2026;;;
6224;23/02/2026;;;
6224;28/02/2026;;;
6229;18/02/2026;;;
6229;19/02/2026;;;
6239;11/02/2026;530.4;;530.4
6239;21/02/2026;753;;753
6244;14/02/2026;;;
6244;15/02/2026;;;
6244;18/02/2026;;;
6244;28/02/2026;;;
6248;15/02/2026;;;
6254;22/02/2026;;;
6259;04/02/2026;530;;530
6259;10/02/2026;;;
6259;11/02/2026;;;
6259;12/02/2026;;;
6265;18/02/2026;;;
6274;09/02/2026;;;
6274;17/02/2026;713.7;;713.7
6279;06/02/2026;;;
6279;21/02/2026;125.4;;125.4
6279;22/02/2026;;;
6279;25/02/2026;;;
6279;26/02/2026;;;
6289;06/02/2026;530;;530
6289;08/02/2026;32.7;;32.7
6299;12/02/2026;655.3;;655.3
6299;24/02/2026;183.7;;183.7
6304;23/02/2026;;;
6304;24/02/2026;;;
6309;19/02/2026;305.8;;305.8
6309;25/02/2026;198.2;;198.2
6315;14/02/2026;;;
6315;16/02/2026;;;
6334;09/02/2026;174;;174
6334;10/02/2026;669;;669
6334;14/02/2026;443;;443
6334;18/02/2026;395;;395
6334;19/02/2026;557;;557
6334;23/02/2026;311;;311
6334;28/02/2026;;;
